pl_name,disc_year,disc_pubdate,sy_dist,discoverymethod,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_eqt,pl_insol,st_teff,st_mass,st_rad
WASP-39 b,2011,2011-07,213.98200000,Transit,4.05525900000,0.0486000000,14.23500000,88.98900000,,,5400.00,0.930000,0.895000
HAT-P-1 b,2006,2007-02,158.97900000,Transit,4.46543000000,0.0553000000,13.92157800,169.08556000,1306.00,,5975.00,1.133000,1.135000
HR 8799 d,2008,2008-11,41.24410000,Imaging,37000.00000000000,24.0000000000,13.00000000,3000.00000000,,,,1.500000,
HD 156279 b,2011,2012-02,36.19450000,Radial Velocity,131.05000000000,0.4950000000,,,,,5453.00,0.930000,
GJ 832 b,2008,2009-01,4.96435000,Radial Velocity,3507.00000000000,3.4600000000,,,,,,0.437474,0.441557
GJ 3470 b,2012,2012-10,29.42140000,Radial Velocity,3.33714000000,0.0348000000,4.20000000,14.00000000,615.00,,3600.00,0.541000,0.503000
WASP-62 b,2012,2012-10,175.63100000,Transit,4.41195300000,0.0567000000,15.58100000,181.15500000,,,6280.00,1.250000,1.280000
GJ 1214 b,2009,2009-12,14.64270000,Transit,1.58040482000,,2.27000000,6.43000000,,,,0.157000,0.210000
HD 24040 b,2006,2007-03,46.62240000,Radial Velocity,3668.00000000000,4.9200000000,,,,,,1.180000,
WASP-17 b,2009,2010-01,405.90800000,Transit,,,,168.13207000,,,,1.286000,
WASP-96 b,2014,2014-05,352.46400000,Transit,3.42526020000,0.0453000000,13.45000000,152.55000000,1285.00,,5540.00,1.060000,1.050000
HD 168443 c,2000,2001-07,39.62450000,Radial Velocity,1749.83000000000,2.8373000000,,,,,5491.00,0.995000,1.510000
HD 12661 c,2002,2003-04,37.84780000,Radial Velocity,1679.00000000000,2.8600000000,,,,,5655.00,1.000000,1.213770
HD 66428 b,2005,2006-07,53.28170000,Radial Velocity,1973.00000000000,3.1800000000,,,,,5752.00,1.100000,
HD 114783 b,2001,2002-03,21.06280000,Radial Velocity,496.90000000000,1.1690000000,,,,,5084.00,0.850000,0.839444
HD 187123 b,1998,1998-12,45.95480000,Radial Velocity,3.09700000000,0.0420000000,,,,,5830.00,1.000000,
HD 12661 b,2000,2001-04,37.84780000,Radial Velocity,262.70900000000,0.8310000000,,,,,5655.00,1.000000,1.213770
HD 168443 b,1998,1999-07,39.62450000,Radial Velocity,58.11212000000,0.3000000000,,,,,5551.00,0.980000,1.679350
HD 217107 b,1998,1999-01,20.06190000,Radial Velocity,7.12681600000,0.0748000000,,,,,5575.00,0.980000,1.199310
HAT-P-11 b,2008,2010-02,37.76470000,Transit,4.88781620000,0.0530000000,4.73000000,25.74300000,878.00,,4780.00,0.810000,0.750000
HD 217107 c,2005,2005-10,20.06190000,Radial Velocity,3352.00000000000,4.4100000000,,,,,5646.00,1.020000,
HD 68988 b,2001,2002-03,60.84470000,Radial Velocity,6.27600000000,0.0710000000,,,,,,1.200000,
HD 183263 b,2004,2005-01,54.19550000,Radial Velocity,634.23000000000,1.5200000000,,,,,5936.00,1.170000,
51 Eri b,2015,2015-00,29.75750000,Imaging,,13.2000000000,,635.66000000,700.00,,,1.750000,
WASP-43 b,2011,2011-11,86.74670000,Transit,0.81347436000,,,,,,4124.00,0.650000,0.757649
HR 8799 b,2008,2008-11,41.24410000,Imaging,170000.00000000000,68.0000000000,13.00000000,2000.00000000,,,,1.500000,
HR 8799 c,2008,2008-11,41.24410000,Imaging,,,11.20900000,,1200.00,,7204.58,1.610000,1.493380
HR 8799 e,2010,2010-12,41.24410000,Imaging,,,10.08810000,,1300.00,,7204.58,1.610000,1.493380
K2-25 b,2015,2016-02,44.95650000,Transit,3.48455200000,,3.43000000,,,,3180.00,0.294000,0.295000
HD 11506 b,2007,2007-11,51.26100000,Radial Velocity,1627.50000000000,2.7080000000,,,,,6055.00,1.240000,1.330000
HD 11506 c,2008,2009-03,51.26100000,Radial Velocity,223.60000000000,0.7210000000,,,,,6055.00,1.240000,1.330000
HD 183263 c,2008,2009-03,54.19550000,Radial Velocity,4684.00000000000,5.6900000000,,,,,5867.00,1.060000,1.291060
HD 187123 c,2008,2009-03,45.95480000,Radial Velocity,3324.00000000000,4.4170000000,,,,,5790.00,1.040000,1.150430
HD 27894 c,2017,2017-06,43.82140000,Radial Velocity,36.07000000000,0.1980000000,,,,,,0.800000,
HD 27894 d,2017,2017-06,43.82140000,Radial Velocity,5174.00000000000,5.4480000000,,,,,,0.800000,
HD 3167 b,2016,2016-09,47.28990000,Transit,0.95962800000,,1.80000000,,,,,,0.880000
HD 3167 c,2016,2016-09,47.28990000,Transit,29.83983500000,,3.00000000,,,,,,0.880000
HAT-P-11 c,2018,2018-06,37.76470000,Radial Velocity,3407.00000000000,4.1300000000,,,,,4780.00,0.809000,0.683000
KELT-7 b,2015,2015-07,136.68100000,Transit,2.73477000000,,17.93440000,441.78370000,,,6768.00,1.760000,1.810000
HD 27894 b,2005,2005-08,43.82140000,Radial Velocity,17.99040000000,0.1250000000,,,,,,,
WASP-103 b,2014,2014-02,375.64700000,Transit,,0.0197900000,18.45001400,467.21010000,2489.00,,,1.205000,1.413000
HD 3167 d,2017,2017-09,47.28990000,Radial Velocity,8.50900000000,0.0775700000,,,,88.9000,5261.00,0.860000,0.860000
HD 114783 c,2018,2016-04,21.06280000,Radial Velocity,4319.00000000000,,,,,,,0.853000,
HD 181234 b,2019,2019-05,47.74580000,Radial Velocity,7462.05750000000,7.5200000000,,,,,5386.00,1.010000,1.050000
HD 221420 b,2019,2019-06,31.14150000,Radial Velocity,22482.00000000000,18.5000000000,,,,,5830.00,1.670000,
HD 63433 c,2020,2020-10,22.40350000,Transit,20.54381533218,,2.57342831,,621.93,35.3582,5694.11,,0.902932
NGTS-10 b,2020,2020-03,,Transit,0.76689440000,0.0143000000,13.50684500,687.14846000,1332.00,,4600.00,0.696000,0.697000
HIP 67522 b,2020,2020-07,127.28000000,Transit,6.95950300000,,10.07000000,,1174.00,,5675.00,1.220000,1.380000
TOI-283 b,2025,2025-10,82.70130000,Transit,17.61746520000,,2.01411000,,610.00,23.0207,5250.00,,0.810000
HD 11506 d,2022,2022-09,51.26100000,Radial Velocity,14723.57452000000,12.2350000000,,2346.52712888,,,,1.120000,
HD 156279 c,2018,2016-04,36.19450000,Radial Velocity,4818.25358000000,5.4860000000,,3098.82696825,,,,0.940000,
HD 17156 b,2007,2007-11,78.08630000,Radial Velocity,21.21663000000,,12.32990000,1115.58330000,,,6040.00,1.410000,1.550000
HD 95338 b,2020,2020-06,36.99410000,Radial Velocity,55.08269400000,,4.27174254,,,,5097.00,0.848000,0.868000
COCONUTS-2 b,2021,2021-08,10.88640000,Imaging,402000000.00000000000,7506.0000000000,12.44196858,2002.31896410,434.00,,3406.00,0.370000,0.388000
HD 63433 b,2020,2020-10,22.40350000,Transit,7.10793000000,0.0719000000,2.15000000,,,,5640.00,0.990000,0.912000
TOI-269 b,2021,2021-06,57.02250000,Transit,3.69771670923,,2.94204396,,533.84,19.1944,3607.00,,0.397924
HD 24040 c,2021,2021-07,46.62240000,Radial Velocity,515.40000000000,1.3000000000,,,,,5776.49,1.103940,1.387296
HD 68988 c,2021,2021-07,60.84470000,Radial Velocity,16000.00000000000,13.2000000000,,,,,5883.41,1.171665,1.255733
HD 62364 b,2022,2022-09,53.11200000,Radial Velocity,27399.80247000000,18.9290000000,,5542.92741808,,,,1.190000,
HD 62364 c,2022,2022-09,53.11200000,Radial Velocity,74839.94555000000,36.9840000000,,7923.46218651,,,,1.190000,
HD 168863 b,2022,2022-09,39.89790000,Radial Velocity,14773.93272000000,10.9610000000,,2154.87659946,,,,0.800000,
HD 16905 b,2022,2022-09,39.74010000,Radial Velocity,6707.49126000000,6.4430000000,,2881.11450946,,,,0.790000,
HD 3167 e,2022,2022-09,47.28990000,Radial Velocity,96.63000000000,0.3885000000,,,,,5261.00,0.837000,0.880000
HD 89839 b,2023,2023-05,57.30630000,Radial Velocity,3441.00000000000,4.7610000000,,1592.32031907,,,6314.00,1.210000,
BD-210397 b,2023,2023-06,23.73240000,Radial Velocity,1891.00000000000,2.6300000000,,,,0.0200,4051.00,0.679000,0.747000
HD 108202 b,2023,2023-08,38.68460000,Radial Velocity,2990.00000000000,3.7000000000,,953.48522100,,,,0.740000,
BD-210397 c,2023,2023-06,23.73240000,Radial Velocity,6240.00000000000,5.9000000000,,1525.57635360,,,,0.690000,
HIP 70849 b,2009,2011-11,24.05720000,Radial Velocity,3649.00000000000,3.9900000000,,1430.22783150,,,,0.650000,
TOI-4201 b,2023,2023-07,189.01100000,Transit,3.58191940000,0.0400000000,13.67495645,788.21444936,725.00,45.2000,3794.00,0.610000,0.630000
HD 29985 b,2022,2022-09,31.27070000,Radial Velocity,20608.14049000000,13.3900000000,,1739.47487151,,,,0.750000,
Kepler-293 b,2014,2014-03,974.63300000,Transit,19.25405306000,,2.89000000,,,,5547.00,0.940000,0.920000
K2-222 b,2018,2018-03,101.32100000,Transit,15.38857000000,0.1206000000,2.35000000,8.70000000,871.00,96.0000,5942.00,0.989000,1.115000
Kepler-549 d,2023,2023-05,635.14500000,Transit,24.61482073000,0.1562000000,3.65000000,,565.00,24.0100,5467.00,0.839000,0.856000
Kepler-395 b,2014,2014-03,421.38200000,Transit,7.05427318000,0.0537000000,0.78000000,,450.00,9.6600,3735.00,0.413000,0.400000
Kepler-172 d,2014,2014-03,828.59200000,Transit,,,2.72600000,,,75.2900,5613.00,,1.063000
Kepler-109 c,2014,2014-02,474.86100000,Transit,21.22264602620,,,,,,5953.00,1.090000,1.401040
Kepler-549 b,2016,2016-05,635.14500000,Transit,42.94957774000,,,,,,5259.00,0.900000,0.846751
Kepler-1515 b,2016,2016-05,539.32100000,Transit,214.31141640000,0.7455000000,9.33000000,,390.00,5.4900,6517.00,1.203000,1.375000
Kepler-359 c,2014,2014-03,1443.21000000,Transit,57.68956951630,,,,,,5683.00,1.010000,0.923027
Kepler-1834 b,2021,2022-02,500.39500000,Transit,4.60299600000,0.0491100000,1.28800000,,,105.2000,4835.00,0.746000,0.719000
Kepler-1162 b,2016,2016-05,940.21100000,Transit,,,1.94000000,,,12.2450,5226.00,,0.813000
Kepler-703 b,2016,2016-05,1156.83000000,Transit,4.58351840000,0.0540000000,5.40000000,,1027.00,,5796.00,0.980000,0.870000
WASP-190 b,2019,2019-04,542.25100000,Transit,5.36775300000,,,,,,6400.00,1.350000,1.600000
TOI-5126 b,2023,2023-10,160.41400000,Transit,5.45898630000,,4.40571000,,1247.00,402.1950,6223.00,,1.240000
Kepler-1471 b,2016,2016-05,978.67800000,Transit,3.63899398000,0.0429000000,1.32000000,,1153.00,418.3000,5881.00,0.794000,0.848000
WASP-22 b,2010,2010-12,317.65200000,Transit,3.53273064000,0.0489000000,13.43959100,196.10111000,1502.00,,6153.00,1.249000,1.255000
Kepler-725 b,2016,2016-05,758.46900000,Transit,39.64315520000,,,,,,5293.00,0.910000,0.829332
Kepler-1644 b,2016,2016-05,629.27000000,Transit,21.09077580000,0.1420000000,1.80000000,,607.00,32.0700,5722.00,0.856000,0.821000
Kepler-50 b,2012,2013-01,250.11000000,Transit,7.81285840000,,1.56000000,,,,6280.00,1.280000,1.590000
Kepler-325 d,2014,2014-03,823.24200000,Transit,38.71496170000,0.2179000000,2.62000000,,498.00,14.5500,5445.00,0.919000,0.937000
Kepler-1296 b,2016,2016-05,1551.54000000,Transit,8.38395796000,,,,,,5338.30,0.920000,2.046090
Kepler-1371 b,2016,2016-05,515.33400000,Transit,3.44621250000,,,,,,5378.93,0.930000,0.916461
HATS-4 b,2014,2014-08,416.45900000,Transit,2.51672780000,,,,,,5403.00,1.001000,0.925000
K2-5 b,2015,2015-08,202.94300000,Transit,5.73484620000,,2.40000000,,,,4088.00,,0.620000
KOI-1257 b,2014,2014-06,,Transit,86.64766100000,0.3820000000,10.54000000,460.83000000,511.00,,5520.00,0.990000,1.130000
Kepler-82 e,2014,2014-03,904.32600000,Transit,5.90220900000,0.0620000000,2.30000000,,958.00,,5700.00,0.922000,0.900000
TOI-257 b,2021,2021-04,76.90280000,Transit,18.38770808538,,6.37909616,,972.38,211.2845,6382.70,,1.765570
Kepler-1369 b,2016,2016-05,1236.56000000,Transit,25.87333000000,0.1710000000,2.90000000,,660.00,,5987.00,1.000000,1.070000
Kepler-697 b,2016,2016-05,1277.33000000,Transit,3.70987064500,0.0462000000,3.96000000,,1056.00,294.2300,5576.00,0.953000,0.852000
Kepler-1466 b,2016,2016-05,631.94900000,Transit,31.17504480000,0.1942000000,1.38000000,,585.00,27.6200,6086.00,1.003000,0.921000
WASP-47 b,2012,2012-10,264.78000000,Transit,4.15922100000,0.0507000000,12.30000000,,,534.0000,5950.00,1.003000,1.100000
Kepler-634 b,2016,2016-05,888.02700000,Transit,5.16950177000,,1.89000000,,,,6075.00,1.030000,1.240000
Kepler-1889 b,2021,2022-02,1395.13000000,Transit,37.30376190000,0.2073000000,2.59000000,,494.00,14.0800,5641.00,0.853000,0.817000
Kepler-718 b,2016,2016-05,1302.33000000,Transit,2.05234990500,0.0331000000,13.38000000,,1495.00,1181.1400,6015.00,1.143000,1.051000
Kepler-1668 b,2020,2021-07,1335.64000000,Transit,15.43400996000,0.1240000000,4.30000000,,721.00,63.7900,5900.00,1.065000,0.951000
Kepler-289 b,2014,2014-03,704.43800000,Transit,34.54394520000,0.2075000000,2.67000000,,607.00,32.0200,5933.00,0.998000,1.115000
Kepler-46 d,2014,2014-03,777.06000000,Transit,6.76652928000,,,,,,5071.00,0.850000,0.838670
Kepler-1772 b,2021,2022-02,871.56400000,Transit,3.21510633700,0.0440000000,2.69000000,,1779.00,2365.6600,5779.00,1.098000,2.142000
Kepler-511 c,2021,2022-02,651.99900000,Transit,26.62946276000,0.1717700000,3.68000000,,,101.6000,5837.00,0.952000,1.698000
Kepler-684 b,2016,2016-05,1731.27000000,Transit,6.77030200800,,3.36000000,,,,5493.00,0.890000,0.860000
Kepler-127 b,2014,2014-03,352.79400000,Transit,14.43602635860,,,,,,6066.19,1.130000,1.445700
Kepler-393 b,2014,2014-03,881.40400000,Transit,9.18241700000,0.0910000000,1.29000000,,,,6189.00,,1.382000
Kepler-447 b,2015,2015-05,268.04100000,Transit,7.79429950000,0.0740000000,6.20000000,,880.00,,5600.00,0.875000,0.940000
KMT-2018-BLG-1976L b,2021,2021-06,5840.00000000,Microlensing,,3.5400000000,,705.57906354,,,,0.650000,
Kepler-586 b,2016,2016-05,693.76600000,Transit,2.10472197100,,,,,,5261.33,0.900000,1.023220
Kepler-202 b,2014,2014-03,285.11100000,Transit,4.06942563800,0.0449000000,1.53000000,,802.00,97.7200,4671.00,0.750000,0.680000
Kepler-42 b,2011,2012-03,40.05950000,Transit,,,0.96200000,,,24.5410,3241.00,0.143000,0.189000
Kepler-1499 b,2016,2016-05,309.86900000,Transit,,,1.18700000,,,7.3710,5042.00,,0.783000
HD 63454 b,2005,2005-08,37.68940000,Radial Velocity,2.81804900000,0.0368000000,12.31000000,,,,4840.00,0.840000,1.050000
Kepler-908 b,2016,2016-05,290.84300000,Transit,1.34059746800,0.0248000000,1.07000000,,1692.00,1939.7200,5977.00,1.133000,1.022000
Kepler-397 c,2014,2014-03,,Transit,135.49782560000,,,,,,,,
Kepler-60 d,2012,2013-01,1025.10000000,Transit,11.89849320000,0.1055000000,1.76000000,,1013.00,249.1200,6200.00,1.105000,1.448000
61 Vir c,2009,2010-01,8.50332000,Radial Velocity,38.09570000000,0.2151000000,,,,,5585.57,0.914072,1.032510
Kepler-546 b,2016,2016-05,1019.65000000,Transit,4.14702118900,,,,,,5694.00,1.010000,1.403140
Kepler-116 b,2014,2014-03,955.16800000,Transit,5.96871746900,,3.43000000,,,,6187.00,1.210000,1.430000
TOI-654.01,2024,2024-05,57.75530000,Transit,1.52756570000,0.0210201460,2.37126000,,748.54,53.3454,3433.00,0.531219,0.430000
55 Cnc f,2007,2008-03,12.58550000,Radial Velocity,260.70000000000,0.7750000000,,,,,5250.00,0.900000,0.963515
WASP-133 b,2016,2016-06,559.08400000,Transit,2.17642300000,0.0345000000,13.56289000,368.68280000,1790.00,,5700.00,1.160000,1.440000
Kepler-68 b,2013,2013-03,144.16600000,Transit,5.39876300000,0.0617000000,2.31000000,8.30000000,1280.00,,5793.00,1.079000,1.243000
Kepler-181 b,2014,2014-03,609.28300000,Transit,3.13784882900,0.0391200000,1.37100000,,,247.5000,5120.00,0.810000,0.784000
KELT-15 b,2016,2016-06,324.68300000,Transit,3.32944000000,,19.50366000,416.35730000,,,6003.00,2.060000,1.780000
Kepler-188 b,2014,2014-03,968.54400000,Transit,2.06187000000,0.0320000000,1.84000000,,1571.00,,6008.00,1.010000,1.120000
K2-230 b,2018,2018-03,540.77300000,Transit,2.86063600000,,1.93420564,,,,6002.00,1.131200,1.181244
Kepler-1077 b,2016,2016-05,1101.42000000,Transit,34.35118740000,0.2101000000,2.64000000,,576.00,26.1000,6091.00,1.045000,0.967000
Kepler-1800 b,2021,2022-02,350.45500000,Transit,4.56204856000,0.0509800000,0.85200000,,,242.0000,5330.00,0.848000,0.932000
Kepler-1005 b,2016,2016-05,567.80600000,Transit,6.49801525000,0.0663000000,1.52000000,,1027.00,262.8800,5718.00,0.921000,1.099000
Kepler-376 b,2014,2014-03,923.06700000,Transit,4.92027525910,,,,,,5939.36,1.080000,1.423920
TOI-3984 A b,2023,2023-07,108.88300000,Transit,4.35332110000,,7.17236000,,548.00,14.9972,3422.00,,0.460000
HD 331093 b,2021,2021-07,50.19280000,Radial Velocity,621.62000000000,1.4400000000,,,,,5544.00,1.030000,
Kepler-1890 b,2021,2022-02,529.59600000,Transit,4.82052932000,0.0588000000,0.84000000,,1350.00,784.6900,6483.00,1.164000,1.310000
K2-139 b,2017,2018-04,153.85600000,Transit,28.38207100000,,9.26802368,,,,5425.00,0.948628,0.872288
HD 108874 c,2005,2005-10,59.51750000,Radial Velocity,1743.20000000000,2.8300000000,,,,,5569.95,0.995578,1.091098
Kepler-1892 b,2021,2022-02,851.59500000,Transit,6.33127840000,0.0633000000,1.48000000,,821.00,107.2000,5376.00,0.849000,0.758000
MOA-2012-BLG-505L b,2017,2017-07,7210.00000000,Microlensing,,0.9000000000,,6.70000000,,,,0.100000,
Kepler-305 b,2013,2014-02,868.47700000,Transit,5.48712242470,,,,,,4974.00,0.820000,0.827279
Kepler-1586 b,2016,2016-05,552.55000000,Transit,15.60492120000,0.1300000000,1.95000000,,1109.00,357.2500,6245.00,1.201000,2.106000
Kepler-183 b,2014,2014-03,1050.64000000,Transit,5.68798310000,0.0632000000,2.19000000,,1004.00,239.9900,5888.00,1.037000,0.944000
HD 21520 b,2024,2024-09,79.20800000,Transit,25.12920000000,0.1726000000,2.69700000,17.70000000,637.00,,5871.00,1.090000,1.044000
Kepler-1037 b,2016,2016-05,446.91400000,Transit,1.06378920180,,,,,,4968.98,0.820000,0.806039
Kepler-132 b,2014,2014-03,349.54900000,Transit,6.17816500000,0.0660000000,1.22000000,,1033.00,,5925.00,0.982000,1.030000
KELT-6 b,2014,2014-02,240.72600000,Transit,7.84570000000,0.0793900000,13.37200000,136.66100000,1313.00,,6102.00,1.085000,1.580000
Kepler-1722 b,2021,2022-02,772.28300000,Transit,9.17847500000,0.0830000000,2.20000000,,755.00,,5506.00,0.895000,0.800000
Kepler-209 b,2014,2014-03,576.94600000,Transit,16.08786478000,,2.29000000,,,,5562.00,0.950000,0.920000
Kepler-690 b,2016,2016-05,1665.31000000,Transit,7.74809437400,,5.95000000,,,,5913.00,1.110000,1.160000
Kepler-280 c,2014,2014-03,780.36100000,Transit,4.80709958800,0.0545000000,1.84000000,,1004.00,239.8300,5741.00,0.934000,0.856000
TOI-1836 b,2024,2024-06,191.64900000,Transit,20.38079900000,0.1597000000,8.00321222,38.45723725,966.00,,6380.00,1.307000,1.577000
K2-21 c,2015,2015-10,83.64480000,Transit,15.50116000000,0.0980000000,1.53000000,,,5.0900,4006.00,0.523000,0.460000
Kepler-118 b,2014,2014-03,574.22800000,Transit,7.51854537000,,,,,,5109.00,0.860000,0.826603
Kepler-1809 b,2021,2022-02,409.60200000,Transit,3.75729469500,,,,,,4922.21,0.808000,0.799884
Kepler-301 c,2014,2014-03,719.16600000,Transit,5.41908491000,0.0593000000,1.38000000,,989.00,225.7100,5814.00,0.944000,0.881000
Kepler-544 b,2016,2016-05,963.18000000,Transit,21.41635034000,,,,,,6244.51,1.210000,1.570280
Kepler-1458 b,2016,2016-05,544.45000000,Transit,47.98669469360,,,,,,5578.00,0.980000,0.811962
Kepler-107 e,2014,2014-03,525.99700000,Transit,14.74913518000,0.1227000000,3.07000000,,875.00,138.7100,5851.00,1.142000,1.411000
Kepler-1392 b,2016,2016-05,,Transit,15.14130660000,,,,,,,,
Kepler-1509 b,2016,2016-05,2002.96000000,Transit,25.43381970000,0.1733000000,1.91000000,,653.00,42.8700,6077.00,1.068000,1.027000
WASP-11 b,2008,2009-07,124.73000000,Transit,3.72247470000,0.0435000000,11.26500000,154.77700000,,,4980.00,0.830000,0.790000
Kepler-568 b,2016,2016-05,130.64500000,Transit,11.02347475000,0.0780000000,2.11000000,,418.00,7.2300,3744.00,0.520000,0.500000
WASP-15 b,2009,2009-06,282.09100000,Transit,3.75210000000,0.0499000000,15.45721100,175.12433000,,,6300.00,1.180000,1.440000
Kepler-99 b,2014,2014-02,208.36900000,Transit,4.60357804200,0.0507100000,1.81200000,,,105.0000,4852.00,0.820000,0.737000
HD 202206 c,2004,2005-09,45.96650000,Radial Velocity,1260.00000000000,2.4100000000,,5689.15700000,,,5766.00,1.070000,1.040000
Kepler-85 c,2012,2013-10,765.02500000,Transit,12.51300000000,,2.14000000,20.90000000,,,,0.970000,0.872000
WASP-32 b,2010,2010-12,275.99400000,Transit,2.71866151000,,,,,,,,
Kepler-391 c,2014,2014-03,869.23600000,Transit,20.48538930000,,,,,,5032.18,,2.743140
Kepler-58 c,2012,2013-01,969.25200000,Transit,15.57400000000,,,,,,,1.020000,1.083000
K2-3 b,2015,2015-05,44.07270000,Transit,10.05465350000,0.0747000000,2.07800000,5.11000000,501.30,10.5000,3844.00,0.549000,0.546000
CoRoT-19 b,2011,2012-01,790.66300000,Transit,3.89713790000,,,,,,6090.00,1.210000,1.650000
Kepler-1898 b,2021,2022-02,360.92100000,Transit,4.76562023200,,0.93353523,,,,5702.00,0.837000,1.125000
Kepler-295 b,2014,2014-03,1699.19000000,Transit,12.64506533000,,,,,,5327.00,,2.381690
Kepler-1272 b,2016,2016-05,1206.37000000,Transit,51.13097040000,0.2704000000,2.41000000,,542.00,20.3800,6071.00,1.005000,1.107000
Kepler-675 b,2016,2016-05,665.68000000,Transit,2.33743801000,0.0317000000,2.38000000,,1054.00,291.6200,4989.00,0.778000,0.727000
Kepler-454 b,2015,2016-01,230.86900000,Transit,10.57375702900,,1.88000000,,,,5767.00,1.060000,1.070000
K2-240 b,2018,2018-10,72.91050000,Transit,6.03400000000,0.0513000000,2.00000000,,586.00,,3810.00,0.580000,0.540000
Kepler-1536 b,2016,2016-05,387.24800000,Transit,364.75803100000,0.8507000000,2.98000000,,166.00,0.1800,4386.00,0.616000,0.630000
HATS-11 b,2016,2016-10,944.60300000,Transit,3.61887686846,,16.64598630,,1443.92,1027.2960,5871.00,,1.461980
Kepler-952 b,2016,2016-05,1304.25000000,Transit,130.35464842000,,,,,,5637.00,1.000000,1.171910
HAT-P-18 b,2010,2011-01,161.40000000,Transit,5.50802300000,0.0559000000,11.15300000,62.61000000,852.00,,4803.00,0.770000,0.749000
Kepler-1248 b,2016,2016-05,593.02600000,Transit,7.46718958000,0.0806000000,1.04000000,,1035.00,271.2500,6161.00,1.251000,1.169000
Kepler-121 b,2014,2014-03,510.52300000,Transit,3.17741077000,,,,,,5318.00,0.920000,0.682614
HD 219134 h,2015,2015-12,6.53127000,Radial Velocity,2247.00000000000,3.1100000000,,,,,4913.00,0.794000,0.770000
Kepler-1514 b,2016,2016-05,397.29200000,Transit,217.83176260000,0.7308000000,22.02000000,,497.00,14.3800,6382.00,1.093000,2.274000
Kepler-1886 b,2021,2022-02,1059.51000000,Transit,24.27580070000,,2.58158428,,,,5745.00,0.928000,0.837000
K2-117 c,2017,2017-11,101.63200000,Transit,5.44398400000,,2.10000000,,,,,,0.520000
K2-343 c,2021,2021-08,166.16900000,Transit,7.67689000000,,2.44000000,,,,,,0.507000
HD 73267 b,2008,2009-03,50.40930000,Radial Velocity,1257.20000000000,2.1950000000,,1462.01067220,,,5317.00,0.890000,
Kepler-887 b,2016,2016-05,886.58800000,Transit,,,1.91500000,,,109.8420,6207.00,,1.394000
Kepler-412 b,2014,2014-04,1086.24000000,Transit,1.72086132400,,13.50000000,,,,5858.00,1.080000,1.210000
Kepler-392 b,2014,2014-03,681.42800000,Transit,5.34178800000,0.0640000000,1.20000000,,1364.00,,6482.00,1.230000,1.460000
Kepler-799 b,2016,2016-05,,Transit,133.46084685000,,,,,,,,
TOI-1470 c,2023,2023-07,51.95030000,Transit,18.08816000000,0.1060000000,2.47000000,7.24000000,373.00,3.3500,3709.00,0.471000,0.469000
Kepler-1721 b,2021,2022-02,641.37400000,Transit,4.59239381600,,,,,,5168.00,0.870000,0.780964
WASP-118 b,2016,2016-12,376.65800000,Transit,4.04604070000,0.0545000000,15.62534600,165.27160000,1753.00,,,1.319000,1.754000
Kepler-1807 b,2021,2022-02,1299.32000000,Transit,10.86060638000,0.0988000000,2.14000000,,1108.00,356.2400,6455.00,1.087000,1.496000
Kepler-524 c,2016,2016-05,1058.24000000,Transit,1.88897906000,0.0302000000,1.03000000,,1717.00,2056.0900,6049.00,1.031000,1.251000
Kepler-1146 b,2016,2016-05,703.03800000,Transit,2.35226579700,0.0324000000,1.35000000,,1027.00,262.8200,4816.00,0.820000,0.757000
Kepler-1094 b,2016,2016-05,1291.01000000,Transit,,,3.05900000,,,10.3360,5779.00,,1.165000
Kepler-79 b,2012,2013-10,1020.72000000,Transit,13.48458665000,0.1140000000,2.73000000,,850.00,123.3100,6388.00,1.084000,1.037000
Kepler-223 e,2014,2014-03,1859.71000000,Transit,19.72408910000,0.1448100000,48.78500000,,,111.6000,5697.00,1.041000,1.574000
Kepler-1218 b,2016,2016-05,840.50300000,Transit,22.92212660000,0.1564000000,1.36000000,,684.00,51.7000,5897.00,0.970000,1.081000
Kepler-1630 b,2016,2016-05,331.21300000,Transit,509.99740200000,1.1218000000,2.62000000,,182.00,0.2600,5037.00,0.724000,0.756000
Kepler-438 b,2015,2015-02,,Transit,35.23319290050,,,,,,3747.00,0.633720,0.658853
Kepler-1828 b,2021,2022-02,871.81000000,Transit,10.27377201000,0.0909000000,1.74000000,,774.00,84.8400,5718.00,0.943000,0.856000
Kepler-1347 b,2016,2016-05,,Transit,14.00947528000,0.1040000000,0.99000000,,617.00,34.3200,5153.00,0.763000,0.767000
Kepler-32 b,2011,2012-05,323.84700000,Transit,5.90100000000,,2.25000000,9.40000000,,,,0.566000,0.529000
WASP-164 b,2018,2019-01,327.50600000,Transit,1.77712550000,0.0281800000,12.64375200,676.97790000,1610.00,,5806.00,0.946000,0.932000
Kepler-1133 b,2016,2016-05,753.13500000,Transit,11.55559918140,,,,,,5368.26,0.930000,0.908082
Kepler-209 c,2014,2014-03,576.94600000,Transit,41.74945104000,,,,,,5463.31,0.960000,0.962384
Kepler-1422 b,2016,2016-05,2465.84000000,Transit,18.60392686740,,,,,,6037.00,1.120000,1.529830
K2-24 c,2016,2016-02,170.56200000,Transit,42.33910000000,,7.50000000,15.40000000,,,5625.00,1.070000,1.160000
CoRoT-18 b,2011,2011-09,764.88900000,Transit,1.90007690000,,,,,,5440.00,0.950000,1.000000
